Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT5G26667	281	220	360	248	620	397	734	608	0
AT5G26670	2	3	13	14	50	10	2	25	0
AT5G26680	131	128	50	47	77	25	120	53	0
AT5G26690	2	12	107	10	46	132	141	372	0
AT5G26700	11	4	14	2	8	10	20	20	0
AT5G26710	854	716	498	542	1221	353	916	627	0
AT5G26720	28	32	23	22	49	19	67	38	0
AT5G26731	22	15	14	10	23	15	22	22	0
AT5G26740	792	788	217	185	392	199	384	290	0
AT5G26742	14995	14796	6004	8090	19337	2911	11276	4341	0
AT5G26749	27	26	17	17	28	16	40	20	0
AT5G26751	1990	2531	1042	826	1576	796	2137	1407	0
AT5G26760	682	756	424	538	970	259	836	374	0
AT5G26770	405	454	171	153	253	249	512	346	0
AT5G26780	268	209	447	523	1220	364	1025	598	0
AT5G26790	2	3	10	6	18	0	10	0	2
AT5G26800	272	200	85	90	137	73	205	121	0
AT5G26820	1460	997	729	997	2144	477	1447	546	0
AT5G26830	1052	974	657	620	1432	574	1187	1046	0
AT5G26850	393	222	233	164	422	79	359	85	0
AT5G26860	379	249	229	115	265	412	399	751	0
AT5G26865	4	2	0	1	2	2	6	2	1
AT5G26880	1127	1207	545	640	1453	227	1402	377	0
AT5G26900	0	0	0	0	1	0	0	0	7
AT5G26910	330	288	237	250	524	230	415	294	0
AT5G26920	413	811	597	242	794	766	1115	1021	0
AT5G26930	0	0	0	0	1	0	0	0	7
AT5G26940	301	288	186	217	417	154	398	226	0
AT5G26950	0	0	0	0	1	0	0	0	7
AT5G26960	396	345	153	99	251	142	295	216	0
AT5G26970	6	4	2	0	2	2	4	2	1
AT5G26980	385	457	123	97	170	95	266	156	0
AT5G26990	191	199	122	127	236	135	263	179	0
AT5G27000	17	11	10	3	24	2	4	9	0
AT5G27020	2	1	0	0	1	2	3	3	2
AT5G27030	478	335	386	391	699	474	930	642	0
AT5G27050	1	0	0	0	1	0	0	1	5
AT5G27060	11	34	84	3	34	169	204	325	0
AT5G27100	195	181	131	128	226	84	317	125	0
AT5G27110	28	16	29	14	45	8	62	24	0
AT5G27120	765	580	174	138	318	174	345	319	0
AT5G27130	0	0	0	0	0	0	1	0	7
AT5G27140	0	0	0	0	3	0	0	0	7
AT5G27150	1037	1235	1061	1518	2959	572	2034	913	0
AT5G27210	51	43	34	51	95	26	61	34	0
AT5G27220	85	55	5	8	15	2	12	25	0
AT5G27230	39	43	11	17	33	9	30	12	0
AT5G27240	443	355	161	189	421	95	317	105	0
AT5G27247	7	4	3	4	6	2	6	1	0
AT5G27270	796	765	338	399	799	252	763	400	0
AT5G27280	875	1108	622	489	845	687	1496	1152	0
AT5G27290	219	175	618	859	1713	369	1302	342	0
AT5G27300	276	249	225	328	579	117	539	141	0
AT5G27320	776	1031	174	138	251	153	377	293	0
AT5G27330	60	47	26	8	24	12	27	16	0
AT5G27350	653	858	559	1024	1957	880	1056	1353	0
AT5G27360	9	13	23	113	186	46	18	57	0
AT5G27380	3371	3044	1116	917	1937	689	2815	1191	0
AT5G27390	233	144	260	342	822	161	502	160	0
AT5G27395	175	115	82	37	114	86	135	159	0
AT5G27400	15	3	4	10	8	3	3	10	0
AT5G27410	552	565	194	238	412	162	478	225	0
AT5G27420	188	679	230	100	113	213	473	386	0
AT5G27430	323	325	179	109	309	141	341	276	0
AT5G27440	2	3	8	7	11	4	11	2	0
AT5G27450	67	40	46	40	111	18	69	33	0
AT5G27460	279	296	83	107	210	108	254	191	0
AT5G27470	1240	899	618	573	1267	424	1175	690	0
AT5G27490	13	8	21	25	62	21	49	25	0
AT5G27520	239	328	153	105	214	417	408	353	0
AT5G27540	1020	1091	441	436	1096	441	883	758	0
AT5G27550	33	19	30	45	90	12	60	27	0
AT5G27560	806	886	950	1350	2872	604	2322	967	0
AT5G27570	1	1	0	0	0	0	1	0	5
AT5G27600	650	660	348	269	494	356	790	692	0
AT5G27610	184	178	59	43	80	48	128	58	0
AT5G27620	72	50	66	49	143	48	88	86	0
AT5G27630	25	24	23	18	37	11	48	25	0
AT5G27640	2580	2500	1000	922	2152	720	1918	1322	0
AT5G27650	833	864	439	478	1032	293	923	478	0
AT5G27660	19	11	11	7	24	9	16	18	0
AT5G27670	390	454	247	278	592	143	503	160	0
AT5G27680	22	18	12	9	26	7	22	7	0
AT5G27690	117	146	81	100	231	72	141	107	0
AT5G27700	1699	1534	394	392	898	250	811	408	0
AT5G27710	248	285	128	148	234	106	270	171	0
AT5G27720	766	775	347	322	614	309	749	634	0
AT5G27730	544	631	423	506	948	281	953	390	0
AT5G27740	516	454	177	189	430	103	313	146	0
AT5G27750	95	111	71	87	122	41	127	78	0
AT5G27760	270	288	237	179	374	97	469	186	0
AT5G27765	0	0	0	0	0	1	1	0	6
AT5G27770	1106	830	413	481	1153	271	918	504	0
AT5G27780	1	0	0	1	1	0	0	0	5
AT5G27800	0	0	0	0	1	0	0	0	7
AT5G27820	65	65	59	44	102	17	106	32	0
AT5G27830	293	365	231	140	345	299	579	526	0
AT5G27840	660	687	429	447	862	406	984	623	0
AT5G27850	2766	2085	954	880	2620	703	1956	1234	0
AT5G27860	2205	2475	412	360	584	339	989	447	0
AT5G27870	1	0	0	0	0	0	0	0	7
AT5G27889	7	2	2	0	4	1	3	1	1
AT5G27890	49	43	5	4	13	3	17	8	0
AT5G27893	0	2	1	1	0	0	0	1	4
AT5G27920	484	545	123	72	162	112	324	299	0
AT5G27930	192	270	380	244	479	398	970	578	0
AT5G27940	9	5	2	2	0	3	5	3	1
AT5G27950	1492	2074	828	1081	1932	767	1771	1384	0
AT5G27970	997	966	724	752	1543	544	1465	874	0
AT5G27980	1	1	0	0	1	0	1	2	3
AT5G27990	627	779	97	128	355	90	227	125	0
AT5G28010	69	67	18	16	29	5	29	15	0
AT5G28020	955	1389	844	2101	3526	1147	2211	1423	0
AT5G28030	32	30	69	177	389	237	93	382	0
AT5G28040	536	395	234	305	511	204	464	295	0
AT5G28050	2444	5188	525	761	1405	390	1041	536	0
AT5G28060	2742	2142	775	909	2374	380	1570	667	0
AT5G28080	1	0	0	1	0	0	0	0	6
AT5G28150	120	57	159	198	412	115	307	153	0
AT5G28210	2	1	0	6	3	2	10	3	1
AT5G28220	184	155	130	123	261	101	274	151	0
AT5G28235	0	0	0	0	0	0	1	0	7
AT5G28237	3	0	9	2	20	108	71	41	1
AT5G28290	131	84	61	38	86	62	83	75	0
AT5G28300	1401	1192	364	337	632	418	734	430	0
AT5G28310	13	10	4	3	4	0	4	1	1
AT5G28320	360	479	69	95	155	51	163	106	0
AT5G28340	73	100	23	28	55	15	43	22	0
AT5G28345	0	2	0	0	1	3	4	2	3
AT5G28350	805	664	455	424	834	387	982	554	0
AT5G28380	12	16	2	9	2	0	5	1	1
AT5G28390	231	337	41	60	118	31	99	40	0
AT5G28400	313	449	60	121	160	46	136	71	0
AT5G28420	1	0	1	1	1	1	3	0	2
AT5G28442	10	12	8	20	19	5	22	18	0
AT5G28450	5	3	0	1	2	2	2	3	1
AT5G28490	6	5	6	10	10	7	8	21	0
AT5G28500	1486	877	1920	2439	6033	1181	3950	1720	0
AT5G28520	0	0	0	0	0	0	1	0	7
AT5G28530	144	100	73	81	152	75	172	87	0
AT5G28540	1934	1343	3556	987	3416	3197	5250	7629	0
AT5G28610	20	21	1	0	1	0	3	2	2
AT5G28630	126	113	87	75	107	64	258	111	0
AT5G28640	2	1	2	10	33	2	15	4	0
AT5G28646	6	8	1	1	1	0	0	1	2
AT5G28650	1	1	2	2	5	1	0	3	1
AT5G28740	896	897	501	549	1289	318	951	507	0
AT5G28750	751	581	710	1564	3287	773	1783	1139	0
AT5G28770	2120	1371	163	603	962	209	540	399	0
AT5G28823	0	0	1	0	0	0	0	0	7
AT5G28830	306	337	228	173	342	302	562	558	0
AT5G28840	13099	10712	3395	5917	11888	1378	7828	2099	0
AT5G28850	370	384	210	232	501	158	394	265	0
AT5G28900	612	710	263	327	625	222	573	396	0
AT5G28910	2	6	24	34	94	23	48	26	0
AT5G28919	226	159	139	203	352	91	286	134	0
AT5G28920	158	148	90	159	225	59	188	94	0
AT5G29000	563	688	225	204	560	117	584	263	0
AT5G29560	1	1	0	0	0	0	0	0	6
AT5G30490	249	241	110	112	240	115	207	162	0
AT5G30495	220	158	97	57	118	35	215	86	0
AT5G30510	3944	3403	5916	7581	17318	3496	12618	4981	0
AT5G32440	2609	3161	692	751	1463	575	1555	961	0
AT5G32450	2245	2606	457	512	1082	477	1106	651	0
AT5G32460	1	0	0	0	0	0	0	0	7
AT5G32470	404	418	272	315	845	192	628	289	0
AT5G33280	1027	1132	699	789	1362	417	1539	692	0
AT5G33290	816	763	724	472	666	277	2033	733	0
AT5G33300	2	5	4	4	9	2	10	3	0
AT5G33320	1456	1676	859	968	2192	608	1614	1190	0
AT5G33330	0	1	0	1	2	0	0	2	4
AT5G34830	3	1	2	3	2	1	1	0	1
AT5G34850	2796	3764	1531	1772	4004	1148	2615	1980	0
AT5G34930	194	185	103	97	200	108	252	155	0
AT5G34940	27	31	63	62	148	16	99	29	0
AT5G35080	247	181	134	132	275	178	338	312	0
AT5G35090	1	0	0	0	0	0	0	0	7
AT5G35100	1327	1203	509	798	1664	443	1063	592	0
AT5G35110	0	0	0	0	0	1	1	1	5
AT5G35120	1	3	0	0	0	0	0	0	6
AT5G35160	714	634	721	712	1405	507	1267	820	0
AT5G35170	1708	2208	2671	4501	8911	3133	6068	4132	0
AT5G35180	1420	1419	898	1064	2158	870	1808	1278	0
AT5G35200	2019	2574	729	578	1200	616	1434	1185	0
AT5G35210	6750	7248	1976	2670	4812	1132	4145	1739	0
AT5G35220	725	581	707	922	1907	327	1464	466	0
AT5G35320	225	185	118	110	227	102	277	125	0
AT5G35330	852	1064	235	302	624	164	518	257	0
AT5G35360	8467	9928	889	1001	2515	577	1633	817	0
AT5G35370	419	541	295	282	343	216	720	366	0
AT5G35375	2	1	0	1	2	0	1	0	3
AT5G35380	0	0	0	1	1	0	0	0	6
AT5G35400	84	61	57	64	146	86	164	122	0
AT5G35410	244	223	107	124	178	74	233	111	0
AT5G35430	505	449	354	350	701	241	651	365	0
AT5G35450	636	343	269	390	758	130	695	334	0
AT5G35460	245	272	525	861	1589	641	1160	969	0
AT5G35480	37	45	121	261	408	101	211	103	0
AT5G35490	92	98	165	446	933	212	317	193	0
AT5G35510	0	1	11	39	69	6	7	8	1
AT5G35520	63	35	47	51	85	54	74	93	0
AT5G35525	0	0	0	0	2	0	4	1	5
AT5G35530	3054	2689	720	683	1651	465	1356	816	0
AT5G35550	4	1	0	1	0	0	0	0	5
AT5G35560	1551	1953	540	498	777	672	1228	1112	0
AT5G35570	477	399	340	363	741	268	717	392	0
AT5G35580	5	2	0	5	11	3	7	17	1
AT5G35590	1024	929	594	652	1383	478	1145	832	0
AT5G35600	0	0	0	0	0	0	0	1	7
AT5G35620	783	718	263	352	827	194	562	294	0
AT5G35630	14120	11814	23589	29837	71565	11656	44068	18467	0
AT5G35640	0	0	0	0	0	1	0	0	7
AT5G35670	25	23	50	56	104	24	62	52	0
AT5G35680	598	471	489	672	1416	474	1045	902	0
AT5G35690	1191	1285	658	618	1242	558	1353	962	0
AT5G35700	325	264	209	207	411	182	386	251	0
AT5G35730	310	349	225	217	409	252	425	342	0
AT5G35732	362	176	35	47	59	20	106	49	0
AT5G35735	1224	771	1224	249	835	716	3590	1401	0
AT5G35740	45	16	63	96	240	4	96	5	0
AT5G35750	1079	655	377	499	906	348	754	459	0
AT5G35753	197	142	70	83	172	61	162	118	0
AT5G35760	0	0	0	0	1	1	1	0	5
AT5G35770	0	0	0	1	0	0	0	0	7
AT5G35790	1751	1497	1604	1923	4129	1208	2789	1463	0
AT5G35840	1152	988	642	696	1285	442	1396	622	0
AT5G35890	0	0	0	0	1	0	0	0	7
AT5G35910	735	744	334	357	681	307	655	506	0
AT5G35920	0	0	0	1	0	0	1	2	5
AT5G35926	34	34	23	44	43	6	48	21	0
AT5G35927	42	36	22	24	46	13	33	17	0
AT5G35930	313	295	161	190	342	126	319	166	0
AT5G35940	0	0	0	0	0	0	1	0	7
AT5G35950	0	0	0	0	0	0	1	0	7
AT5G35960	0	0	0	2	1	0	0	1	5
AT5G35970	293	375	1036	9547	16711	6115	1949	8004	0
AT5G35980	2153	2265	1094	1494	2866	971	2279	1572	0
AT5G35995	274	248	156	222	393	124	315	202	0
AT5G36000	66	63	35	25	69	29	71	43	0
AT5G36001	110	96	47	21	65	25	61	41	0
AT5G36100	1	0	0	1	0	0	0	2	5
AT5G36120	198	78	370	392	941	201	807	270	0
AT5G36160	1535	1245	1058	1448	2740	1192	2180	1645	0
AT5G36170	2309	2215	1211	1406	2802	564	2633	764	0
AT5G36180	0	0	0	0	0	0	0	1	7
AT5G36210	1010	1087	790	859	1821	637	1572	1161	0
AT5G36220	1041	1486	511	792	1342	369	1629	628	0
AT5G36230	2920	2825	1247	1515	3201	827	2813	1222	0
AT5G36240	1	1	3	0	0	0	3	1	3
AT5G36250	1079	1339	518	595	1137	385	1131	616	0
AT5G36260	0	0	2	2	3	4	7	4	2
AT5G36280	0	1	0	0	0	0	1	0	6
AT5G36290	549	519	494	523	919	433	1229	606	0
AT5G36700	1	0	5	6	8	4	14	1	1
AT5G36740	0	0	3	0	0	3	4	0	5
AT5G36790	1	1	34	33	83	14	45	19	0
AT5G36870	1	0	0	0	0	0	0	0	7
AT5G36880	1908	1951	964	816	2204	790	1894	1496	0
AT5G36890	134	134	281	210	445	133	629	218	0
AT5G36900	2	2	0	0	0	0	0	1	5
AT5G36907	0	0	0	0	1	1	7	6	4
AT5G36910	0	2	0	7	29	6	1	5	2
AT5G36920	3	8	4	1	9	4	9	3	0
AT5G36925	5	13	8	3	12	29	37	31	0
AT5G36930	567	627	1208	827	2135	774	2107	1569	0
AT5G36940	385	206	431	604	1017	453	810	655	0
AT5G36950	252	266	178	196	438	145	344	208	0
AT5G36960	0	0	2	0	2	0	1	1	4
AT5G36970	0	3	2	0	0	0	0	0	6
AT5G37000	3	1	5	4	13	6	8	9	0
AT5G37010	8	3	10	11	29	7	6	9	0
AT5G37020	499	437	318	806	1395	188	655	283	0
AT5G37050	0	0	0	1	2	0	1	0	5
AT5G37055	140	153	49	68	147	51	133	52	0
AT5G37070	674	626	282	252	494	321	682	529	0
AT5G37130	1106	1163	472	537	1204	325	923	530	0
AT5G37180	7	10	11	16	40	8	2	7	0
AT5G37190	470	588	236	312	556	123	474	220	0
AT5G37210	0	0	1	0	0	0	0	0	7
AT5G37240	0	1	0	1	0	1	0	2	4
AT5G37247	0	1	0	0	1	0	0	0	6
AT5G37250	0	1	0	0	0	0	0	0	7
AT5G37260	1035	1006	1622	563	1296	2	3181	5	0
AT5G37290	104	96	66	96	170	29	131	40	0
AT5G37300	0	0	23	15	44	13	14	3	2
AT5G37310	499	424	486	487	1054	172	1008	312	0
AT5G37340	175	191	44	86	129	48	124	82	0
AT5G37350	643	613	201	218	453	163	437	312	0
AT5G37360	296	229	802	1675	3249	1751	1540	2472	0
AT5G37370	1502	1566	457	459	887	461	1050	659	0
AT5G37380	321	339	138	188	364	101	297	158	0
AT5G37400	29	21	21	15	48	17	40	37	0
AT5G37410	52	39	46	44	80	40	89	45	0
AT5G37420	0	1	0	0	0	0	2	0	6
AT5G37440	45	28	24	12	36	47	39	74	0
AT5G37450	25	20	8	0	3	0	5	2	2
AT5G37475	629	669	171	212	516	103	352	178	0
AT5G37478	0	0	0	0	0	0	0	1	7
AT5G37480	101	106	176	116	216	171	353	292	0
AT5G37490	2	2	2	0	2	2	2	3	1
AT5G37500	120	107	86	40	72	26	112	36	0
AT5G37510	2631	3083	2066	2133	4370	1384	3848	2663	0
AT5G37530	106	45	24	29	62	22	59	30	0
AT5G37540	64	70	131	59	262	206	194	290	0
AT5G37550	4	0	15	66	112	14	67	22	1
AT5G37570	25	27	14	20	38	15	42	20	0
AT5G37590	224	173	87	82	181	73	201	111	0
AT5G37600	1829	2394	4197	918	2059	3498	10160	7999	0
AT5G37630	38	45	31	23	72	20	58	32	0
AT5G37660	11	13	14	16	41	3	19	12	0
AT5G37670	29	41	33	31	44	24	67	25	0
AT5G37680	96	60	130	203	414	72	256	110	0
AT5G37690	0	0	0	1	0	0	0	0	7
AT5G37710	494	571	85	96	178	68	192	139	0
AT5G37715	5	11	1	0	1	0	0	1	3
AT5G37720	1371	1439	257	268	481	308	614	505	0
AT5G37740	279	287	135	66	160	72	256	120	0
AT5G37750	18	10	3	6	15	1	9	6	0
AT5G37760	3	1	2	8	7	0	1	4	1
AT5G37770	304	267	211	394	491	241	373	261	0
AT5G37780	1175	1212	611	243	525	579	1409	957	0
AT5G37790	55	48	90	128	235	56	144	89	0
AT5G37793	0	1	2	5	1	0	4	1	2
AT5G37830	1126	1013	938	844	1836	594	1904	1056	0
AT5G37840	0	2	1	0	0	0	0	0	6
AT5G37850	1287	1510	572	692	1294	488	1215	871	0
AT5G37890	112	71	48	54	128	49	139	87	0
AT5G37930	453	491	166	141	255	214	406	300	0
AT5G37950	1	0	1	0	0	2	0	1	4
AT5G37960	1	0	0	0	0	0	1	0	6
AT5G37980	1	0	6	3	0	12	0	8	3
AT5G37990	0	0	0	0	0	2	2	13	5
AT5G38000	0	0	2	2	2	4	1	9	2
AT5G38010	2	1	8	13	19	14	13	30	0
AT5G38020	0	2	0	0	2	1	2	0	4
AT5G38030	0	2	0	0	5	2	1	4	3
AT5G38040	70	29	27	38	94	36	104	41	0
AT5G38050	75	46	68	70	125	45	126	61	0
AT5G38060	23	16	54	68	132	30	121	43	0
AT5G38070	12	3	9	28	38	12	47	20	0
AT5G38080	0	0	1	0	0	0	0	0	7
AT5G38100	1	0	5	4	6	0	3	0	3
AT5G38110	14	10	49	60	129	24	77	33	0
AT5G38120	0	0	0	5	49	17	8	12	3
AT5G38130	0	0	1	0	4	5	3	5	3
AT5G38140	391	261	132	203	313	119	269	154	0
AT5G38150	1040	639	327	503	823	330	680	435	0
AT5G38200	18	21	4	6	15	4	4	6	0
AT5G38210	799	1080	712	502	1137	528	1637	1125	0
AT5G38220	225	255	274	280	464	183	513	262	0
AT5G38240	31	43	156	313	588	148	391	299	0
AT5G38250	27	45	49	13	57	30	71	123	0
AT5G38260	0	1	1	0	0	0	0	2	5
AT5G38280	10	8	2	3	13	9	9	13	0
AT5G38290	206	172	152	145	323	127	273	180	0
AT5G38300	0	0	1	2	8	0	3	3	3
AT5G38310	2	8	6	0	3	11	6	8	1
AT5G38320	0	0	1	0	0	1	0	0	6
AT5G38340	19	12	34	11	29	20	43	35	0
AT5G38344	0	0	1	0	1	2	2	2	3
AT5G38350	0	0	3	2	11	3	12	7	2
AT5G38360	234	184	127	165	323	127	274	168	0
AT5G38380	189	224	146	160	298	162	306	201	0
AT5G38396	1	4	7	1	0	6	10	13	1
AT5G38400	0	0	0	0	0	0	0	1	7
AT5G38410	15646	9961	37861	52367	121150	26595	65439	29490	0
AT5G38420	21482	15605	36448	37548	99297	16019	67454	14329	0
AT5G38430	12382	8772	16282	26826	70987	3424	34663	4597	0
AT5G38460	87	100	118	103	229	79	188	113	0
AT5G38470	2001	1905	994	1138	2261	954	2306	1692	0
AT5G38480	1600	1414	1010	1384	2975	1130	2103	1676	0
AT5G38510	526	567	962	923	2091	600	2059	703	0
AT5G38520	1102	998	1871	2122	4870	1367	4017	1627	0
AT5G38530	401	350	493	385	785	279	877	431	0
AT5G38540	0	0	0	0	1	0	0	0	7
AT5G38560	674	584	421	579	1300	222	896	407	0
AT5G38565	119	156	56	37	68	33	149	37	0
AT5G38590	143	115	74	113	206	76	199	107	0
AT5G38600	395	395	226	193	467	209	456	330	0
AT5G38610	5	1	9	7	11	2	6	8	0
AT5G38630	189	159	157	120	251	110	317	256	0
AT5G38640	413	594	248	263	683	156	471	305	0
AT5G38660	2268	2029	1783	2447	5137	1738	3785	2552	0
AT5G38680	0	0	0	0	1	0	0	0	7
AT5G38690	71	39	96	86	199	55	155	71	0
AT5G38700	0	0	1	0	0	4	0	1	5
AT5G38710	13	18	92	16	47	359	471	335	0
AT5G38720	247	203	88	105	239	77	173	99	0
AT5G38730	35	38	23	27	57	13	51	26	0
AT5G38740	1	0	1	0	0	0	0	0	6
AT5G38743	8	1	1	0	2	0	0	0	4
AT5G38747	7	8	2	2	3	2	1	1	0
AT5G38750	4	0	0	1	0	1	0	0	5
AT5G38760	0	0	0	0	1	0	0	2	6
AT5G38770	1	1	0	0	3	0	0	1	4
AT5G38780	11	25	20	47	21	12	91	38	0
AT5G38820	0	0	1	0	1	0	1	0	5
AT5G38830	664	568	438	517	1162	386	835	623	0
AT5G38840	432	452	237	298	593	139	524	257	0
AT5G38850	535	531	310	394	782	228	617	333	0
AT5G38860	202	273	90	99	151	84	182	97	0
AT5G38865	261	365	42	34	132	26	78	31	0
AT5G38880	610	631	313	254	529	251	527	354	0
AT5G38890	145	109	37	39	74	52	101	86	0
AT5G38895	379	548	269	174	318	119	634	226	0
AT5G38900	20	46	105	13	111	66	118	91	0
AT5G38910	0	0	0	0	0	1	0	0	7
AT5G38940	2	21	2	0	0	0	1	0	4
AT5G38970	0	0	13	6	10	10	11	5	2
AT5G38980	1136	1457	3301	3195	6624	1367	6953	2804	0
AT5G38990	1373	1767	1715	1541	3297	1415	2955	3381	0
AT5G39000	1	4	1	1	0	1	2	1	1
AT5G39010	0	0	0	0	2	0	1	0	6
AT5G39020	250	498	433	185	338	423	1097	1038	0
AT5G39030	461	845	565	488	715	482	1226	910	0
AT5G39040	495	454	515	478	1115	359	863	774	0
AT5G39050	646	819	411	158	400	365	730	720	0
AT5G39080	719	525	530	792	1756	571	1200	977	0
AT5G39090	21	22	42	39	83	33	55	113	0
AT5G39100	0	1	0	0	0	0	0	0	7
AT5G39110	3	1	0	0	0	0	0	0	6
AT5G39130	1	0	0	0	0	0	0	0	7
AT5G39150	3	0	0	0	0	0	0	0	7
AT5G39160	53	41	2	2	6	1	5	1	0
AT5G39180	0	1	0	0	0	0	0	0	7
AT5G39190	106	50	6	1	6	2	6	4	0
AT5G39210	301	167	559	479	1155	136	1240	159	0
AT5G39220	0	0	0	0	0	1	0	1	6
AT5G39230	0	0	0	0	0	0	1	0	7
AT5G39240	3	0	0	0	0	0	1	0	6
AT5G39250	97	50	65	61	115	41	158	80	0
AT5G39260	13	15	7	9	13	3	23	5	0
AT5G39320	54	39	92	47	135	106	114	86	0
AT5G39330	12	1	2	2	2	0	1	1	1
AT5G39340	792	690	197	336	617	116	401	192	0
AT5G39350	80	75	36	23	61	18	87	53	0
AT5G39360	212	161	92	115	209	125	245	175	0
AT5G39370	0	0	1	0	0	0	1	0	6
AT5G39380	46	46	27	20	38	12	59	29	0
AT5G39390	0	1	0	0	1	1	1	0	4
AT5G39410	644	532	447	109	251	61	912	119	0
AT5G39420	2	0	2	0	2	0	0	1	4
AT5G39450	101	123	143	88	220	188	343	388	0
AT5G39471	3	1	0	2	6	0	3	2	2
AT5G39493	0	1	0	0	0	0	0	0	7
AT5G39500	436	519	458	416	874	324	980	521	0
AT5G39510	1669	1519	713	763	1590	677	1634	1136	0
AT5G39520	562	1432	3	5	3	15	3	29	0
AT5G39530	1191	1720	514	1351	2762	576	790	477	0
AT5G39550	8	7	20	16	55	10	29	5	0
AT5G39570	7920	11701	3094	3005	6202	3848	6425	5517	0
AT5G39580	23	40	0	0	0	0	0	0	6
AT5G39590	3376	4511	659	821	2239	623	1071	1099	0
AT5G39600	338	355	80	69	152	64	163	108	0
AT5G39610	2411	3053	96	225	130	176	264	343	0
AT5G39650	0	0	0	1	0	0	0	0	7
AT5G39660	502	503	241	1285	2456	73	557	119	0
AT5G39670	46	25	281	62	290	277	654	596	0
AT5G39680	23	12	14	8	19	2	24	12	0
AT5G39710	188	107	129	188	410	98	263	149	0
AT5G39715	0	0	0	0	1	0	0	0	7
AT5G39720	0	1	3	0	1	11	9	13	2
AT5G39730	372	345	570	446	1055	401	1172	729	0
AT5G39740	3523	2543	1305	1296	3642	797	2709	1490	0
AT5G39750	1	1	0	0	1	0	0	0	5
AT5G39760	697	308	197	98	200	115	513	220	0
AT5G39770	0	0	0	0	0	0	1	0	7
AT5G39785	115	177	98	107	216	92	257	180	0
AT5G39790	22	15	46	21	56	166	128	241	0
AT5G39800	23	20	42	38	85	54	72	96	0
AT5G39810	0	1	0	0	0	0	0	0	7
AT5G39820	0	0	1	0	0	0	0	0	7
AT5G39830	475	381	881	1181	2550	595	2057	772	0
AT5G39840	256	157	58	57	91	57	126	98	0
AT5G39850	211	172	68	75	131	68	122	117	0
AT5G39860	9	17	8	24	85	122	16	68	0
AT5G39865	15	17	13	18	24	6	26	10	0
AT5G39890	8	6	1	0	1	0	2	0	3
AT5G39900	82	62	66	73	162	39	135	66	0
AT5G39930	0	0	0	0	0	0	1	0	7
AT5G39940	239	206	145	129	222	202	311	301	0
AT5G39950	531	507	465	433	849	499	1069	898	0
AT5G39960	189	92	65	63	156	65	145	139	0
AT5G39970	38	13	16	9	9	5	29	10	0
AT5G39980	77	78	88	47	136	45	168	41	0
AT5G39990	195	119	144	146	300	147	357	225	0
AT5G40000	0	0	0	0	1	0	1	3	5
AT5G40010	5	4	35	4	31	15	27	48	0
AT5G40020	1	1	8	1	6	3	2	11	0
AT5G40030	0	0	1	0	0	1	1	0	5
AT5G40060	438	337	498	584	1111	268	1107	471	0
AT5G40080	53	33	38	38	72	31	53	30	0
AT5G40090	14	21	7	1	7	1	7	7	0
AT5G40100	46	48	5	13	11	1	10	8	0
AT5G40140	78	70	121	104	217	54	213	115	0
AT5G40150	24	18	40	40	78	32	74	42	0
AT5G40155	0	0	0	0	0	0	1	0	7
AT5G40160	487	333	255	321	726	154	651	263	0
AT5G40170	1405	1591	940	749	1413	939	1981	1477	0
AT5G40180	1	3	2	0	2	1	9	2	1
AT5G40190	334	399	228	194	458	149	411	269	0
AT5G40200	539	429	270	335	741	209	595	384	0
AT5G40210	2	0	1	31	50	21	10	13	1
AT5G40230	5	4	13	6	18	28	21	29	0
AT5G40240	994	1010	136	75	152	268	404	619	0
AT5G40250	211	186	218	268	453	150	438	226	0
AT5G40260	0	0	0	0	1	0	0	1	6
AT5G40270	171	194	97	187	304	104	252	144	0
AT5G40280	346	326	168	159	299	188	339	295	0
AT5G40300	205	256	125	138	263	118	308	225	0
AT5G40310	0	0	0	0	1	0	1	0	6
AT5G40330	10	7	28	12	30	8	28	13	0
AT5G40340	1486	1312	493	672	1280	609	1123	838	0
AT5G40350	0	0	3	0	8	1	10	2	3
AT5G40360	0	0	0	0	0	1	0	0	7
AT5G40370	1998	2147	1087	1197	2478	950	2445	2141	0
AT5G40380	39	14	384	597	1335	336	637	359	0
AT5G40382	1	0	1	0	1	1	1	2	2
AT5G40390	154	74	388	813	2138	539	600	464	0
AT5G40400	50	28	23	55	107	18	74	20	0
AT5G40405	35	36	27	26	36	7	50	9	0
AT5G40410	8	5	15	3	21	2	25	4	0
AT5G40430	0	0	0	0	2	0	0	0	7
AT5G40440	92	118	137	152	333	142	248	220	0
AT5G40450	55659	52290	8229	9744	18779	3140	20224	6894	0
AT5G40460	7	3	1	4	9	5	12	1	0
AT5G40470	125	165	109	138	260	89	233	126	0
AT5G40480	707	606	399	323	711	454	665	817	0
AT5G40490	536	572	117	103	254	117	249	185	0
AT5G40500	60	46	120	173	268	274	207	342	0
AT5G40510	3	2	2	2	1	3	0	8	1
AT5G40520	237	260	147	207	389	112	378	211	0
AT5G40530	109	106	82	95	207	56	158	80	0
AT5G40540	26	14	49	32	60	46	97	62	0
AT5G40550	94	71	48	36	69	20	102	53	0
AT5G40570	36	27	16	13	47	9	46	30	0
AT5G40580	676	728	334	342	702	325	695	520	0
