Genes	healthy30.1	healthy30	healthy12	healthy18.1	healthy18	healthy24.1	healthy12.1	healthy24	zero-counter
AT1G80740	0	0	2	0	0	0	0	0	7
AT1G80745	2	1	2	3	5	2	5	2	0
AT1G80750	616	608	146	208	634	107	345	186	0
AT1G80760	48	39	78	665	1414	197	190	513	0
AT1G80770	576	517	403	459	1192	352	782	507	0
AT1G80780	1658	2184	480	833	1474	587	1112	889	0
AT1G80790	792	836	410	556	1085	393	906	600	0
AT1G80810	224	225	113	179	307	99	238	129	0
AT1G80820	1	3	5	6	17	24	20	36	0
AT1G80830	285	271	299	381	925	153	615	540	0
AT1G80840	112	193	137	84	121	179	314	131	0
AT1G80850	27	23	127	121	344	36	158	45	0
AT1G80860	328	299	108	123	276	96	272	133	0
AT1G80865	0	0	0	0	0	0	2	0	7
AT1G80870	80	73	77	120	264	49	180	79	0
AT1G80880	30	33	19	18	26	7	35	13	0
AT1G80890	157	124	81	35	97	73	152	118	0
AT1G80900	122	133	90	75	149	63	189	99	0
AT1G80910	310	326	329	327	708	207	666	380	0
AT1G80920	16005	22714	418	401	707	3113	1005	5357	0
AT1G80930	2258	2521	795	961	1804	762	1607	1230	0
AT1G80940	1056	1048	516	599	1179	365	1149	569	0
AT1G80950	388	430	260	308	589	293	586	426	0
AT1G80960	130	121	91	82	172	124	189	171	0
AT1G80970	25	28	15	24	22	12	49	17	0
AT1G80980	110	118	42	42	71	29	103	35	0
AT1G80990	0	1	0	0	0	0	0	0	7
AT2G01008	5	2	5	4	15	5	8	8	0
AT2G01060	803	951	393	439	853	427	964	651	0
AT2G01070	288	247	230	188	374	138	384	217	0
AT2G01080	569	657	70	78	136	34	161	66	0
AT2G01090	332	357	108	159	287	74	250	97	0
AT2G01100	2741	3655	333	284	556	306	713	492	0
AT2G01110	1737	1511	1605	2086	4340	1710	3747	2318	0
AT2G01120	32	16	43	55	90	12	98	23	0
AT2G01130	724	775	379	460	781	280	883	522	0
AT2G01140	3084	3249	923	1010	2642	511	1813	1135	0
AT2G01150	116	320	65	37	81	54	150	78	0
AT2G01170	608	772	199	133	263	203	491	308	0
AT2G01175	9	14	1	4	5	4	12	2	0
AT2G01180	93	124	201	202	218	196	443	392	0
AT2G01190	3446	3773	402	321	672	377	1046	893	0
AT2G01200	3	3	0	0	2	0	2	0	4
AT2G01210	20	19	14	15	27	3	18	6	0
AT2G01220	851	831	377	493	856	352	947	577	0
AT2G01250	1994	1657	1360	1274	3775	917	2627	1478	0
AT2G01260	426	358	271	487	1005	190	597	269	0
AT2G01270	1503	1676	590	767	1587	349	1322	553	0
AT2G01275	4	0	2	2	7	0	1	1	2
AT2G01280	0	0	0	0	1	0	0	0	7
AT2G01290	721	402	515	1047	2237	137	1047	256	0
AT2G01300	147	108	28	44	110	10	66	34	0
AT2G01310	8	10	1	1	1	2	5	1	0
AT2G01320	3458	4166	1641	1686	3437	666	3470	953	0
AT2G01330	218	238	92	111	205	79	239	110	0
AT2G01340	454	342	97	84	105	54	292	97	0
AT2G01350	1371	1347	814	841	1732	694	1930	1276	0
AT2G01379	1	2	0	0	0	0	0	0	6
AT2G01390	143	119	29	22	42	23	50	22	0
AT2G01400	292	424	86	137	177	68	268	107	0
AT2G01410	624	538	242	288	524	224	627	386	0
AT2G01420	2579	2019	1233	1106	1878	422	1915	574	0
AT2G01430	1	0	1	1	1	0	0	1	3
AT2G01440	1017	820	622	756	1415	395	1351	731	0
AT2G01450	3890	4942	1191	786	1609	1476	2720	1815	0
AT2G01460	682	743	283	356	550	233	618	359	0
AT2G01470	1104	1219	444	438	897	425	977	675	0
AT2G01480	344	203	120	154	228	65	253	113	0
AT2G01490	1756	2255	646	714	1385	540	1423	928	0
AT2G01505	19	10	37	34	62	28	55	34	0
AT2G01510	39	26	14	14	39	4	21	14	0
AT2G01530	17	51	0	0	0	0	0	0	6
AT2G01540	370	335	128	97	225	99	275	281	0
AT2G01570	1713	2359	768	1470	2588	746	1782	1048	0
AT2G01580	0	0	0	0	0	1	1	0	6
AT2G01590	88	101	665	1166	2209	446	1432	511	0
AT2G01600	1399	1783	778	829	1593	797	1743	1249	0
AT2G01610	3	16	13	1	18	11	3	23	0
AT2G01620	810	923	434	507	983	253	1018	368	0
AT2G01630	365	278	312	319	610	117	686	233	0
AT2G01640	120	82	54	61	100	42	114	64	0
AT2G01650	667	775	418	277	602	370	845	905	0
AT2G01660	64	54	63	65	131	19	137	34	0
AT2G01670	922	628	1199	908	1958	601	2737	1316	0
AT2G01680	989	794	858	903	1738	442	2022	861	0
AT2G01690	715	784	611	645	1288	460	1221	740	0
AT2G01710	813	945	249	211	429	219	496	311	0
AT2G01720	936	757	874	640	1500	604	1454	1154	0
AT2G01730	37	18	21	14	19	9	37	11	0
AT2G01735	334	320	137	166	270	145	308	233	0
AT2G01740	60	22	12	11	44	15	38	33	0
AT2G01750	118	49	52	29	97	64	115	117	0
AT2G01755	227	110	143	133	327	92	262	111	0
AT2G01760	148	138	102	117	225	93	212	104	0
AT2G01800	0	0	0	0	0	0	2	0	7
AT2G01810	1	2	0	0	0	0	4	0	5
AT2G01818	4	4	9	8	7	0	5	15	1
AT2G01820	1788	1436	1007	1058	2069	677	1732	1099	0
AT2G01830	103	46	171	109	345	28	246	43	0
AT2G01850	3446	3136	909	1686	2866	764	1989	1157	0
AT2G01860	489	562	124	182	349	91	199	167	0
AT2G01870	191	133	267	260	565	208	577	239	0
AT2G01890	3	5	14	22	49	7	1	6	0
AT2G01905	0	0	3	0	2	0	1	0	5
AT2G01910	629	411	817	674	1347	621	1314	1065	0
AT2G01913	48	27	17	15	26	0	17	0	2
AT2G01918	68	39	62	62	166	31	121	26	0
AT2G01930	942	853	131	126	224	203	326	276	0
AT2G01940	402	390	38	46	69	33	36	74	0
AT2G01950	147	137	93	105	271	24	125	107	0
AT2G01960	0	0	0	0	0	0	0	1	7
AT2G01970	944	931	874	831	1887	562	1626	947	0
AT2G01980	313	334	360	396	716	332	724	634	0
AT2G01990	87	125	42	60	130	27	90	65	0
AT2G02000	3	0	0	0	0	0	0	0	7
AT2G02010	14	43	43	12	31	54	107	102	0
AT2G02020	596	349	173	191	461	102	290	186	0
AT2G02030	1	0	0	0	0	0	0	0	7
AT2G02040	1570	1491	573	606	1210	516	1183	938	0
AT2G02050	404	344	296	361	742	243	719	411	0
AT2G02060	259	377	61	76	88	26	155	65	0
AT2G02061	30	5	1	2	1	3	12	9	0
AT2G02070	1286	972	889	695	1553	440	2088	838	0
AT2G02080	3051	3536	442	639	1146	740	914	1171	0
AT2G02090	758	986	330	384	685	273	709	426	0
AT2G02100	360	699	31	14	52	14	16	16	0
AT2G02120	0	1	0	0	3	0	1	0	5
AT2G02130	399	373	309	346	804	69	373	161	0
AT2G02147	8	5	0	0	0	0	0	0	6
AT2G02148	97	114	64	81	145	58	135	101	0
AT2G02150	49	28	20	17	35	22	43	22	0
AT2G02160	5064	6657	993	1088	2298	810	1963	1132	0
AT2G02170	308	184	107	91	181	122	186	120	0
AT2G02180	961	1073	324	467	838	388	869	549	0
AT2G02220	947	1206	325	214	527	361	704	749	0
AT2G02230	201	194	82	41	125	82	144	168	0
AT2G02240	15	5	9	6	10	2	9	6	0
AT2G02250	0	0	0	0	2	0	0	0	7
AT2G02310	0	1	0	0	0	5	0	0	6
AT2G02320	0	0	0	0	0	0	0	1	7
AT2G02340	0	0	0	0	2	2	4	3	4
AT2G02350	40	20	34	15	15	32	61	88	0
AT2G02360	354	300	302	153	313	443	710	751	0
AT2G02370	231	212	106	80	132	110	273	237	0
AT2G02380	13	15	2	6	19	8	15	3	0
AT2G02390	1383	1624	510	380	783	527	1139	1191	0
AT2G02400	247	229	146	141	229	85	326	150	0
AT2G02410	590	712	209	194	396	36	424	71	0
AT2G02450	408	206	349	251	513	372	820	716	0
AT2G02470	358	355	200	263	513	172	430	262	0
AT2G02480	91	57	138	100	267	85	191	153	0
AT2G02500	98	72	200	213	419	120	332	142	0
AT2G02510	344	297	225	235	498	180	489	321	0
AT2G02540	11	8	3	0	7	2	0	5	2
AT2G02560	843	944	642	698	1585	506	1204	873	0
AT2G02570	2885	3213	561	533	876	469	1169	620	0
AT2G02580	0	0	1	0	1	0	1	2	4
AT2G02590	55	39	66	73	128	66	154	124	0
AT2G02710	2457	3605	163	195	383	434	365	567	0
AT2G02720	3	3	3	0	0	3	6	7	2
AT2G02730	258	328	89	106	227	96	189	156	0
AT2G02740	109	98	76	71	196	84	137	109	0
AT2G02750	23	28	13	7	22	16	34	11	0
AT2G02760	2493	3314	647	550	1100	811	1479	1240	0
AT2G02765	136	127	76	61	126	55	148	70	0
AT2G02780	123	82	169	99	222	120	290	152	0
AT2G02790	257	187	124	122	248	93	224	137	0
AT2G02800	855	650	688	652	1177	327	1183	714	0
AT2G02810	178	100	201	33	164	288	323	624	0
AT2G02820	89	94	107	166	312	38	135	76	0
AT2G02850	1	5	7	9	11	2	6	11	0
AT2G02860	301	293	254	225	396	235	495	332	0
AT2G02870	949	1076	233	253	480	232	550	273	0
AT2G02880	114	122	43	49	99	50	93	69	0
AT2G02890	1	0	0	0	0	1	0	0	6
AT2G02910	165	132	99	109	182	78	222	99	0
AT2G02930	78	230	21	14	25	8	43	20	0
AT2G02950	1024	722	389	251	405	108	774	199	0
AT2G02955	199	142	19	23	44	22	58	56	0
AT2G02960	534	564	334	239	461	293	687	462	0
AT2G02970	885	957	334	357	620	305	656	503	0
AT2G02980	94	84	64	52	119	21	133	41	0
AT2G02990	4	2	2	4	8	21	56	11	0
AT2G03010	67	33	24	29	50	15	45	21	0
AT2G03020	0	0	2	7	9	1	5	2	2
AT2G03040	0	0	1	0	1	1	1	2	3
AT2G03050	88	57	43	40	126	30	93	44	0
AT2G03060	212	183	82	100	205	81	223	99	0
AT2G03070	211	265	138	215	394	157	258	168	0
AT2G03090	2	2	6	10	45	3	7	3	0
AT2G03110	0	1	2	0	0	1	1	1	3
AT2G03120	638	552	553	393	978	450	936	918	0
AT2G03140	1332	1186	1316	1782	2867	757	3310	1356	0
AT2G03150	1690	1553	942	1097	1988	570	1884	984	0
AT2G03200	4	4	2	1	6	2	1	4	0
AT2G03210	0	0	0	0	1	2	0	0	6
AT2G03220	132	87	167	119	324	139	279	207	0
AT2G03230	0	0	1	0	0	0	1	0	6
AT2G03240	179	130	57	108	217	146	120	141	0
AT2G03260	21	23	9	7	14	1	24	1	0
AT2G03270	389	413	100	119	213	83	210	123	0
AT2G03280	61	21	59	55	89	35	103	57	0
AT2G03290	0	0	0	0	1	1	0	0	6
AT2G03310	329	197	372	157	225	366	857	490	0
AT2G03320	0	0	2	0	0	0	1	0	6
AT2G03330	364	438	181	220	345	123	453	180	0
AT2G03340	1297	886	604	456	862	268	1417	533	0
AT2G03350	444	264	290	337	736	225	598	305	0
AT2G03370	0	0	0	0	1	0	0	0	7
AT2G03380	50	36	22	19	42	10	47	9	0
AT2G03390	1366	1053	1240	1681	3238	922	2826	1212	0
AT2G03410	2	2	6	1	6	3	8	5	0
AT2G03420	293	219	430	452	1113	129	883	155	0
AT2G03430	151	151	72	80	169	66	179	88	0
AT2G03440	2238	1624	1003	1114	1973	1131	2079	1637	0
AT2G03450	90	70	58	56	111	65	129	142	0
AT2G03460	0	0	0	0	0	0	0	1	7
AT2G03470	725	673	252	309	589	337	638	517	0
AT2G03480	104	65	163	102	197	57	274	82	0
AT2G03500	211	163	70	64	150	25	73	53	0
AT2G03505	17	17	9	36	64	7	26	29	0
AT2G03510	509	481	508	359	887	513	890	1116	0
AT2G03520	0	0	0	0	2	0	0	0	7
AT2G03530	465	482	564	542	794	503	1203	743	0
AT2G03550	1453	2312	1024	1114	2248	613	2329	877	0
AT2G03560	0	0	2	1	3	2	7	0	3
AT2G03580	1	0	1	1	0	1	7	3	2
AT2G03590	21	29	37	76	76	55	112	90	0
AT2G03600	0	0	0	3	1	1	1	0	4
AT2G03610	0	0	0	0	0	0	1	0	7
AT2G03620	306	331	173	241	401	154	405	226	0
AT2G03630	0	0	0	0	1	0	0	0	7
AT2G03640	1228	1549	293	403	761	309	669	428	0
AT2G03667	220	158	92	96	159	90	200	123	0
AT2G03670	140	98	45	29	57	49	99	67	0
AT2G03680	1251	1190	820	760	1585	752	1917	1471	0
AT2G03690	401	310	160	155	336	187	360	296	0
AT2G03710	308	308	242	393	856	164	606	199	0
AT2G03730	1130	994	366	1205	1976	552	720	795	0
AT2G03750	500	448	482	943	2040	413	988	472	0
AT2G03760	189	317	103	91	208	165	175	215	0
AT2G03770	1	2	1	0	0	0	6	3	3
AT2G03780	446	361	96	139	296	102	253	148	0
AT2G03800	327	186	142	177	284	173	365	218	0
AT2G03810	101	113	101	127	270	91	175	134	0
AT2G03820	1743	1712	594	893	1854	417	1250	750	0
AT2G03821	0	0	0	0	0	0	1	2	6
AT2G03822	0	0	0	0	0	0	1	0	7
AT2G03823	0	0	0	0	0	0	1	0	7
AT2G03830	0	1	1	3	0	0	0	0	5
AT2G03850	3	0	0	0	0	0	0	0	7
AT2G03870	315	328	240	250	593	172	532	298	0
AT2G03880	8	11	13	9	13	2	20	5	0
AT2G03890	4828	6079	1052	891	1681	628	2516	981	0
AT2G03965	0	2	1	3	4	1	1	2	1
AT2G03980	274	272	454	489	1115	328	1028	477	0
AT2G04030	2077	1329	2340	1693	4901	2467	4349	4203	0
AT2G04032	0	0	18	9	34	9	10	6	2
AT2G04037	0	0	0	1	0	0	0	0	7
AT2G04038	1	1	0	0	2	1	1	2	2
AT2G04039	283	214	1678	3109	5958	1322	3847	2001	0
AT2G04040	112	58	4	3	2	0	7	6	1
AT2G04050	7	9	4	10	9	10	14	24	0
AT2G04070	6	2	68	29	70	49	103	125	0
AT2G04080	218	263	380	315	677	466	769	645	0
AT2G04090	0	0	1	0	0	0	0	0	7
AT2G04100	4	8	8	8	14	13	10	33	0
AT2G04160	896	478	605	1039	1996	181	944	296	0
AT2G04170	68	80	157	200	507	111	200	194	0
AT2G04190	2	2	0	0	0	0	0	1	5
AT2G04230	378	348	349	310	586	188	724	244	0
AT2G04235	13	23	24	15	39	14	25	14	0
AT2G04240	429	348	218	147	230	272	558	310	0
AT2G04270	1319	1493	575	796	1573	369	1328	400	0
AT2G04280	492	391	557	554	1175	461	1020	614	0
AT2G04305	218	240	195	183	409	188	434	318	0
AT2G04340	197	206	105	145	247	90	218	116	0
AT2G04350	927	923	1193	2044	3671	971	2354	1564	0
AT2G04360	559	589	301	318	782	185	554	371	0
AT2G04378	188	246	98	92	208	49	225	81	0
AT2G04380	520	518	111	130	300	69	287	105	0
AT2G04390	481	382	218	238	508	159	413	295	0
AT2G04395	0	0	0	3	1	0	0	1	5
AT2G04400	766	757	754	596	1308	791	1700	1352	0
AT2G04410	1497	1498	499	711	1146	327	1307	562	0
AT2G04420	15	14	2	5	7	4	10	6	0
AT2G04430	138	92	147	42	157	77	227	131	0
AT2G04440	0	1	0	0	2	0	1	0	5
AT2G04450	22	22	363	42	282	179	450	326	0
AT2G04495	16	14	170	31	181	131	418	364	0
AT2G04500	0	0	0	0	1	0	0	2	6
AT2G04515	0	1	16	2	9	20	22	45	1
AT2G04520	1011	907	624	635	1359	562	1227	918	0
AT2G04530	141	130	123	78	241	130	282	214	0
AT2G04540	554	632	154	177	314	101	360	145	0
AT2G04550	530	688	196	216	389	217	378	335	0
AT2G04560	104	112	36	80	116	41	128	57	0
AT2G04570	24	5	96	25	51	33	68	45	0
AT2G04620	145	144	117	97	211	132	229	258	0
AT2G04630	538	457	278	279	594	224	576	368	0
AT2G04650	36	24	44	38	80	37	97	70	0
AT2G04660	209	155	138	128	273	107	238	163	0
AT2G04690	1455	1971	567	547	916	561	1229	1055	0
AT2G04700	1022	1169	1552	1745	3692	1311	3425	1828	0
AT2G04740	392	382	194	230	439	195	460	324	0
AT2G04780	12	15	167	68	244	81	106	105	0
AT2G04790	231	149	293	520	940	98	642	124	0
AT2G04795	272	151	107	339	535	29	376	79	0
AT2G04800	1	0	0	0	0	0	0	0	7
AT2G04840	1	1	13	7	21	3	16	4	0
AT2G04842	2431	2151	2221	2680	5511	1393	4762	1879	0
AT2G04845	107	73	77	97	177	69	150	66	0
AT2G04850	120	122	110	168	346	128	220	273	0
AT2G04860	84	84	28	12	51	31	86	68	0
AT2G04865	619	634	201	226	496	143	424	250	0
AT2G04880	524	461	448	543	1069	387	956	646	0
AT2G04890	560	708	124	156	289	103	361	189	0
AT2G04900	715	676	308	257	552	234	569	364	0
AT2G04910	0	0	0	0	1	0	0	0	7
AT2G04925	0	0	0	0	0	0	0	1	7
AT2G04940	780	978	180	225	383	133	383	246	0
AT2G05060	0	0	0	0	0	1	0	0	7
AT2G05070	602	964	362	11832	28622	27582	143	25813	0
AT2G05100	421	585	579	33523	65222	35937	383	40412	0
AT2G05120	232	172	99	93	224	119	221	201	0
AT2G05160	85	78	124	101	247	35	131	32	0
AT2G05170	1017	1143	562	606	1382	336	1063	542	0
AT2G05180	4	3	0	1	4	0	1	0	3
AT2G05185	9	11	1	7	3	0	4	2	1
AT2G05210	167	147	123	132	228	85	207	91	0
AT2G05220	981	767	276	278	691	255	599	428	0
AT2G05260	97	79	95	68	141	103	208	161	0
AT2G05270	0	1	0	0	0	0	0	0	7
AT2G05310	904	744	1344	2315	3912	1104	3078	1408	0
AT2G05320	219	226	214	136	285	178	385	333	0
AT2G05330	0	0	3	0	3	1	2	1	3
AT2G05370	0	1	0	0	1	0	1	0	5
AT2G05380	17145	11073	365	222	464	344	1056	665	0
AT2G05410	0	0	0	0	1	0	0	0	7
AT2G05440	114	172	15	3	30	12	1	27	0
AT2G05510	8	12	0	0	0	1	0	0	5
AT2G05520	13397	11617	10497	8404	21419	6444	26559	10243	0
AT2G05540	3898	3424	42	104	179	66	100	151	0
AT2G05580	0	0	0	0	0	0	0	1	7
AT2G05590	244	298	144	164	302	139	284	207	0
AT2G05620	2480	2444	1950	5012	9355	1565	4751	2177	0
AT2G05630	514	532	353	222	469	100	759	213	0
AT2G05632	18	8	29	22	59	0	45	15	1
AT2G05635	0	2	0	0	1	0	0	0	6
AT2G05655	1	0	1	3	4	0	6	0	3
AT2G05710	7011	7229	5104	5317	10179	4257	10406	8272	0
AT2G05720	2	0	0	0	0	0	0	0	7
AT2G05753	0	0	1	2	0	0	0	0	6
AT2G05755	90	94	81	78	185	85	193	128	0
AT2G05760	33	27	58	49	97	47	100	65	0
AT2G05790	78	56	379	592	1475	152	412	157	0
AT2G05810	404	270	231	176	374	164	562	218	0
AT2G05830	983	987	644	749	1459	497	1427	784	0
AT2G05840	1873	2070	1005	911	1768	694	2168	1258	0
AT2G05910	23	25	5	8	16	2	6	9	0
AT2G05915	4	15	0	1	7	1	6	2	1
AT2G05920	801	413	1117	1431	3459	431	1468	870	0
AT2G05940	220	76	519	630	967	483	1081	804	0
AT2G05990	2103	1595	249	236	757	160	392	223	0
AT2G06000	193	154	138	130	293	88	239	122	0
AT2G06005	142	129	53	44	110	44	144	55	0
AT2G06010	480	507	146	183	339	92	342	130	0
AT2G06025	899	830	378	506	915	425	743	586	0
AT2G06040	65	66	45	42	121	22	99	51	0
AT2G06050	248	333	1216	686	1895	4849	4262	3896	0
AT2G06200	0	0	0	1	0	0	1	0	6
AT2G06210	819	721	541	553	1217	402	931	556	0
AT2G06255	44	87	22	20	43	21	61	23	0
AT2G06510	166	156	90	75	132	63	220	132	0
AT2G06520	8451	8638	12436	18615	41708	18087	24342	22252	0
AT2G06530	1082	1222	589	498	1057	668	1391	1136	0
AT2G06845	0	0	0	0	0	1	0	0	7
AT2G06850	7350	2507	783	636	1541	368	1159	399	0
AT2G06925	186	129	90	31	64	42	149	65	0
AT2G06990	713	775	328	381	817	224	618	426	0
AT2G07050	2014	1864	807	944	2079	1012	1403	1487	0
AT2G07140	5	5	3	3	10	1	22	2	0
AT2G07170	1	1	4	4	19	2	2	5	0
AT2G07180	5344	7094	964	818	1640	638	2251	1230	0
AT2G07190	1	0	0	0	0	0	0	0	7
AT2G07215	1	3	0	2	1	0	1	2	2
AT2G07240	0	1	0	1	0	1	1	0	4
AT2G07340	325	263	142	127	307	72	282	111	0
AT2G07360	2290	2457	928	983	2052	695	1826	1180	0
AT2G07599	0	1	0	0	3	1	2	2	3
AT2G07621	0	0	0	0	0	0	1	0	7
AT2G07625	1	0	0	0	0	0	0	0	7
AT2G07629	11	5	1	1	2	5	14	2	0
AT2G07638	37	16	3	6	3	8	28	12	0
AT2G07640	0	0	0	0	2	1	0	0	6
AT2G07642	1	3	1	0	0	0	2	0	4
AT2G07643	0	2	0	0	0	0	1	3	5
AT2G07644	1	0	0	0	0	0	0	0	7
AT2G07655	1	3	1	0	1	0	0	0	4
AT2G07656	1	0	1	0	0	1	0	0	5
AT2G07658	0	0	0	0	0	0	0	1	7
AT2G07659	0	4	1	0	0	0	0	1	5
AT2G07662	12	5	9	7	11	8	19	3	0
AT2G07667	8	9	6	0	2	1	6	3	1
AT2G07669	2	2	2	0	1	0	1	0	3
AT2G07674	1	3	0	0	0	1	6	1	3
AT2G07676	2	1	0	0	0	0	0	1	5
AT2G07678	0	1	0	0	0	0	0	1	6
AT2G07680	422	340	373	629	1302	190	594	463	0
AT2G07687	0	1	3	0	0	0	0	0	6
AT2G07690	13	14	120	81	182	58	154	67	0
AT2G07698	24	28	2	5	11	7	15	2	0
AT2G07706	0	0	0	0	0	0	1	0	7
AT2G07714	0	0	0	0	0	1	1	1	5
AT2G07715	7	10	1	1	5	5	8	6	0
AT2G07722	3	3	0	0	0	0	0	1	5
AT2G07727	2	1	0	1	1	0	2	0	3
AT2G07728	3	4	1	1	1	1	0	0	2
AT2G07732	0	1	1	0	1	0	1	0	4
AT2G07738	0	3	0	0	0	0	0	1	6
AT2G07739	5	2	3	6	8	6	14	5	0
AT2G07774	17	14	3	5	8	2	9	4	0
AT2G07775	1	1	0	1	2	1	1	0	2
AT2G07779	1	4	0	3	0	1	1	0	3
AT2G07787	1	3	0	0	0	0	2	1	4
AT2G07795	1	0	0	0	0	0	0	0	7
AT2G07798	5	3	0	5	1	1	4	3	1
AT2G07806	1	1	0	0	1	0	0	0	5
AT2G07827	4	3	2	0	0	0	3	0	4
AT2G07835	2	0	1	1	0	0	0	1	4
AT2G09970	3	1	0	3	2	0	1	1	2
AT2G09990	583	398	179	207	519	124	329	173	0
AT2G10440	0	0	0	0	0	0	0	1	7
AT2G10450	0	0	0	1	1	0	0	0	6
AT2G10553	0	0	0	0	1	1	0	0	6
